Time,Temperature (°C),Humidity (%),Status
15:42:48,30.0,46.0,FAILURE
15:42:51,30.0,46.0,FAILURE
15:42:52,30.0,46.0,FAILURE
15:42:55,30.0,46.0,FAILURE
15:42:56,30.0,46.0,FAILURE
15:42:59,30.0,46.0,FAILURE
15:43:00,30.0,46.0,FAILURE
15:43:03,30.0,46.0,FAILURE
15:43:04,30.0,46.0,FAILURE
15:43:07,30.0,46.0,FAILURE
15:43:09,30.0,46.0,FAILURE
15:43:12,30.0,46.0,FAILURE
15:43:13,30.0,46.0,FAILURE
15:43:16,30.0,46.0,FAILURE
15:43:17,30.0,46.0,FAILURE
15:43:20,30.0,46.0,FAILURE
15:43:21,30.0,46.0,FAILURE
15:43:24,30.0,46.0,FAILURE
15:43:25,30.0,46.0,FAILURE
15:43:28,30.0,47.0,FAILURE
15:43:29,30.0,47.0,FAILURE
15:43:32,30.0,47.0,FAILURE
15:43:33,30.0,47.0,FAILURE
15:43:36,30.0,47.0,FAILURE
15:43:37,30.0,47.0,FAILURE
15:43:40,30.0,46.0,FAILURE
15:43:41,30.0,46.0,FAILURE
15:43:44,30.0,46.0,FAILURE
15:43:45,30.0,46.0,FAILURE
15:43:48,30.0,46.0,FAILURE
15:43:49,30.0,46.0,FAILURE
15:43:52,30.0,46.0,FAILURE
15:43:53,30.0,46.0,FAILURE
15:43:56,30.0,46.0,FAILURE
15:43:57,30.0,46.0,FAILURE
15:44:00,30.0,46.0,FAILURE
15:44:01,30.0,46.0,FAILURE
15:44:04,30.0,46.0,FAILURE
15:44:05,30.0,46.0,FAILURE
15:44:08,30.0,46.0,FAILURE
15:44:09,30.0,46.0,FAILURE
15:44:12,30.0,46.0,FAILURE
15:44:13,30.0,46.0,FAILURE
15:44:16,30.0,46.0,FAILURE
15:44:17,30.0,46.0,FAILURE
15:44:20,30.0,46.0,FAILURE
15:44:22,30.0,46.0,FAILURE
15:44:25,30.0,46.0,FAILURE
15:44:26,30.0,46.0,FAILURE
15:44:29,30.0,46.0,FAILURE
15:44:30,30.0,46.0,FAILURE
15:44:33,30.0,46.0,FAILURE
15:44:34,30.0,46.0,FAILURE
15:44:37,30.0,46.0,FAILURE
15:44:38,30.0,46.0,FAILURE
15:44:41,30.0,46.0,FAILURE
15:44:42,30.0,46.0,FAILURE
15:44:45,30.0,46.0,FAILURE
15:44:46,30.0,46.0,FAILURE
15:44:49,30.0,46.0,FAILURE
15:44:50,30.0,46.0,FAILURE
15:44:53,30.0,46.0,FAILURE
15:44:54,30.0,46.0,FAILURE
15:44:57,30.0,46.0,FAILURE
15:44:58,30.0,46.0,FAILURE
15:45:01,30.0,46.0,FAILURE
15:45:02,30.0,46.0,FAILURE
15:45:05,30.0,46.0,FAILURE
15:45:06,30.0,46.0,FAILURE
15:45:09,30.0,47.0,FAILURE
15:45:10,30.0,47.0,FAILURE
15:45:13,30.0,47.0,FAILURE
15:45:14,30.0,47.0,FAILURE
15:45:17,30.0,47.0,FAILURE
15:45:18,30.0,47.0,FAILURE
15:45:21,30.0,47.0,FAILURE
15:45:22,30.0,47.0,FAILURE
15:45:25,30.0,47.0,FAILURE
15:45:26,30.0,47.0,FAILURE
15:45:29,30.0,47.0,FAILURE
15:45:30,30.0,47.0,FAILURE
15:45:33,30.0,47.0,FAILURE
15:45:34,30.0,46.0,FAILURE
15:45:37,30.0,46.0,FAILURE
15:45:39,30.0,46.0,FAILURE
15:45:42,30.0,46.0,FAILURE
15:45:43,30.0,46.0,FAILURE
15:45:46,30.0,46.0,FAILURE
15:45:47,30.0,46.0,FAILURE
15:45:50,30.0,46.0,FAILURE
15:45:51,30.0,46.0,FAILURE
15:45:54,30.0,46.0,FAILURE
15:45:55,30.0,46.0,FAILURE
15:45:58,30.0,46.0,FAILURE
15:45:59,30.0,46.0,FAILURE
15:46:02,30.0,47.0,FAILURE
15:46:03,30.0,47.0,FAILURE
15:46:06,30.0,47.0,FAILURE
15:46:07,30.0,47.0,FAILURE
15:46:10,30.0,47.0,FAILURE
15:46:11,30.0,47.0,FAILURE
15:46:14,30.0,47.0,FAILURE
15:46:15,30.0,47.0,FAILURE
15:46:18,30.0,47.0,FAILURE
15:46:19,30.0,47.0,FAILURE
15:46:22,30.0,47.0,FAILURE
15:46:23,30.0,47.0,FAILURE
15:46:26,30.0,47.0,FAILURE
15:46:27,30.0,47.0,FAILURE
15:46:30,30.0,47.0,FAILURE
15:46:31,30.0,47.0,FAILURE
15:46:34,30.0,47.0,FAILURE
15:46:35,30.0,47.0,FAILURE
15:46:38,30.0,47.0,FAILURE
15:46:39,30.0,47.0,FAILURE
15:46:42,30.0,47.0,FAILURE
15:46:43,30.0,47.0,FAILURE
15:46:46,30.0,47.0,FAILURE
15:46:47,30.0,47.0,FAILURE
15:46:50,30.0,47.0,FAILURE
15:46:52,30.0,47.0,FAILURE
15:46:55,30.0,47.0,FAILURE
15:46:56,30.0,47.0,FAILURE
15:46:59,30.0,47.0,FAILURE
15:47:00,30.0,47.0,FAILURE
15:47:03,30.0,47.0,FAILURE
15:47:04,30.0,47.0,FAILURE
15:47:07,30.0,47.0,FAILURE
15:47:08,30.0,47.0,FAILURE
15:47:11,30.0,47.0,FAILURE
15:47:12,30.0,47.0,FAILURE
15:47:15,30.0,47.0,FAILURE
15:47:16,30.0,47.0,FAILURE
15:47:19,30.0,47.0,FAILURE
15:47:20,30.0,47.0,FAILURE
15:47:23,30.0,47.0,FAILURE
15:47:24,30.0,47.0,FAILURE
15:47:27,30.0,47.0,FAILURE
15:47:28,30.0,47.0,FAILURE
15:47:31,30.0,47.0,FAILURE
15:47:32,30.0,47.0,FAILURE
15:47:35,30.0,48.0,FAILURE
15:47:36,30.0,48.0,FAILURE
15:47:39,30.0,48.0,FAILURE
15:47:40,30.0,48.0,FAILURE
15:47:43,30.0,48.0,FAILURE
15:47:44,30.0,48.0,FAILURE
15:47:47,30.0,48.0,FAILURE
15:47:48,30.0,48.0,FAILURE
15:47:51,30.1,48.0,FAILURE
15:47:52,30.0,48.0,FAILURE
15:47:55,30.0,48.0,FAILURE
15:47:56,30.0,48.0,FAILURE
15:47:59,30.0,48.0,FAILURE
15:48:00,30.1,49.0,FAILURE
15:48:03,30.1,49.0,FAILURE
15:48:04,30.1,50.0,FAILURE
15:48:07,30.2,50.0,FAILURE
15:48:09,30.2,50.0,FAILURE
15:48:12,30.2,50.0,FAILURE
15:48:13,30.3,50.0,FAILURE
15:48:16,30.3,50.0,FAILURE
15:48:17,30.4,50.0,FAILURE
